label,message,year
normal,Sir send to group mail check it.,2022
normal,Hi where you. You in home or calicut?,2023
normal,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,2021
normal,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",2023
normal,Fuck babe ... What happened to you ? How come you never came back?,2022
normal,Are you willing to go for apps class.,2023
normal,So why did not you holla?,2023
normal,You do your studies alone without anyones help. If you cant no need to study.,2023
normal,"Babe, I need your advice",2023
fraud,1000's of girls many local to you who are virgins to this & are ready to for flil your every sexual need. Can you forefil theirs? text CUTE to 69911(£1.50p. m),2024
normal,Me and him so funny...,2023
normal,"Aiyo... you always see our example one... I don't about me, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",2021
normal,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,2023
normal,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,2022
normal,She told to hr that he want posting in chennai:)because i'm working here:),2022
normal,"Why not asking Andrew to go with you? You live in the same apartment with him, don’t you?",2021
normal,Wife.how she knew the time of murder exactly,2021
normal,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,2022
normal,Dude just saw a parked car with its sunroof popped up. Sux,2021
fraud,What do you want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,2024
normal,"Well am officially in a philosophical hole, so if you wanna call am at home ready to be saved!",2022
normal,Man this bus is so so so slow. I think you're gonna get there before me,2021
normal,Me sef dey laugh you. Meanwhile how's my darling anjie!,2021
normal,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,2022
fraud,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",2025
normal,I want snow. It's just freezing and windy.,2023
normal,Yes da. Any plam at your office,2022
normal,I sent your maga that money yesterday oh.,2022
normal,I'm in office now da:)where are you?,2023
normal,No da. I am happy that we sit together na,2021
normal,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,2021
normal,We stopped to get ice cream and will go back after,2023
normal,What makes some people dearer is not just de happiness date you feel when you meet them but de pain you feel when you miss dem!!!,2021
normal,Why don't you wait 'til at least wednesday to see if you get your .,2021
normal,I'm now but have to wait till 2 for the bus to pick me.,2021
normal,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,2022
fraud,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,2022
normal,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",2022
normal,"Nah, I'm a perpetual DD",2022
normal,Then ur sis how?,2022
fraud,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",2024
normal,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",2022
normal,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,2023
normal,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,2021
normal,Nothing much.,2022
normal,Yup i think so untill a shop closes lor.,2023
normal,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,2022
normal,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,2021
normal,O. Well you have causes mutations. Sunscreen is like essential thesedays,2021
normal,Really do hope the work doesnt get stressful. Have a gr8 day.,2022
normal,That’s huge. So have you decided what product you are going to bring?,2023
normal,"Mah b, I'll pick it up tomorrow",2023
normal,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",2021
fraud,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,2025
normal,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,2021
normal,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,2023
normal,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,2023
normal,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,2023
fraud,"hello sir, i am from airtel customer care in 23 hours your sim will be deactivate. do u want to activate it.",2023
fraud,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",2025
normal,Those were my exact intentions,2022
normal,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",2021
normal,"Sorry, I'll call later",2021
normal,Ok. I asked for money how far.,2022
normal,Men like shorter ladies. Gaze up into his eyes.,2021
normal,I dont have i shall buy one dear,2023
fraud,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,2024
fraud,"hello sir, i am from jio customer care in 23 hours your sim will be closed. do u want to activate it.",2024
normal,I know what you want to say.,2021
normal,"Haha awesome, omw back now then",2022
normal,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.please do keep in touch at  &lt;EMAIL&gt; ,kerala",2021
normal,And is there a way you can send shade's stuff to her. And she has been wonderful too.,2021
normal,"Haha just kidding, papa needs drugs",2023
normal,Well boy am I glad G wasted all night at applebees for nothing,2022
normal,Thanx...,2023
normal,You call him now ok i said call him,2021
normal,I though we shd go out n have some fun so bar in town or something – sound ok?,2022
normal,PS U no ur a grown up now right?,2023
normal,I called and said all to him:)then he have to choose this future.,2023
normal,Thank you very much for you valuable advice.,2023
normal,Hey... are you going to quit soon? Xuhui and i working till end of the month ,2021
fraud,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",2022
normal,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),2021
normal,In which place do you want da.,2022
normal,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,2023
normal,Da is good good player.why he is unsold.,2023
normal,Yo come over carlos will be here soon,2021
normal,"Sir, would you like to know about the new offers?",2023
normal,"It's cool, we can last a little while. Getting more any time soon?",2021
normal,Lmao ok I wont be needing u to do my hair anymore.,2023
normal,Are you this much buzy.,2021
normal,Will you marry me.?,2021
normal,U haven’t lost me ill always b here 4u.i didn’t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that’s what itried2tell urmom.i careabout u,2023
normal,Oh that was a forwarded message. I thought you send that to me.,2021
normal,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",2021
normal,soon you will have the real thing princess! Do i make you wet? :),2023
normal,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,2023
normal,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,2023
normal,Ü no home work to do meh... ,2022
fraud,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,2024
fraud,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,2022
fraud,Sir i can know your atm card number.,2021
normal,Is there coming friday is leave for pongal?do you get any news from your work place.,2021
fraud,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,2021
normal,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,2021
normal,Cold. Dont be sad dear,2023
normal,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,2021
normal,Serious? What like proper tongued her,2023
fraud,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",2022
normal,"Okay, but the price on Amazon seemed to be a little lower. It was 28,500 the last time I checked.",2021
normal,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,2021
normal,This weekend is fine (an excuse not to do too much decorating),2023
normal,"No Sir, you can take the back up for all your data. And if you have already done that then there is no need to fret.",2022
normal,No current and food here. I am alone also,2022
normal,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,2023
normal,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",2023
normal,How come guoyang go n tell her? Then u told her?,2023
normal,So wats ur opinion abt him and how abt is character?,2022
normal,"Probably not, I'm almost out of gas and I get some cash tomorrow",2022
normal,Ok... Let u noe when i leave my house.,2022
normal,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",2021
normal,K then 2marrow are you coming to class.,2021
normal,How did you do?,2023
fraud,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,2021
normal,I cant pick the phone right now. Pls send a message,2022
normal,"Not much, just some textin'. How bout you?",2022
normal,"Coffee cake, i guess.",2022
normal,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,2023
normal,Whatsup there. Dont u want to sleep,2021
normal,R u here yet? I'm wearing blue shirt n black pants.,2022
normal,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,2023
normal,"That's what I love to hear :V see you sundayish, then",2021
normal,Sure sir just collect your token number from the counter.,2023
normal,I will see in half an hour,2023
fraud,hello sir i am from bsnl customer care center we are doing verification of yours number that's why in your phone four digit opt will have send. tell me that otp.,2021
normal,Umma. Did she say anything.,2021
normal,"Sorry, I'll call later",2021
normal,Im on gloucesterroad what are uup to later?,2022
normal,Just finish bathing...,2021
normal,Convey my regards to him,2022
fraud,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",2023
normal,Alright take the book. ,2023
normal,I will join the Airforce.,2023
fraud,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,2025
normal,ok....take care.umma to you too...,2022
normal,I told your number to gautham..,2023
normal,Ok lor ü reaching then message me.,2022
normal,Send to someone else :-),2021
normal,Dai what this da.. Can i send my resume to this id.,2023
normal,It seems you don't watch TV. The prices of diesel rose Rs 8.00 per liter. That's why the company has raised the fare to Rs 5 per every 5 Km.,2021
normal,Speak only when you feel your words are better than the silence... Gud mrng:-),2023
fraud,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,2024
normal,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",2021
normal,Just taste fish curry :-P,2021
normal,Dunno lei shd b driving lor cos i go sch 1 hr oni.,2022
normal,Send me your id and password,2021
normal,"Aight, I'll ask a few of my roommates",2022
normal,Hey you can pay. With salary de. Only  &lt;#&gt; .,2023
normal,"Sir, i am waiting for your call, once free please call me.",2021
normal,What you need. You have a person to give na.,2022
normal,Thank you!,2022
normal,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,2022
normal,So do you have samus shoulders yet,2021
normal,I recognised the student to be him.,2022
normal,U know we watchin at lido?,2022
normal,Do you want bold 2 or bb torch,2022
normal,"Well, English has never been my forte, and I found even parts of grammar to be challenging, besides the usual culprit – reading comprehension.",2023
normal,Already am squatting is the new way of walking,2021
normal,It means u could not keep ur words.,2022
normal,It  is the place where he was murdered.,2023
normal,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,2022
fraud,"hello sir, i am from bank of baroda, sir i have call you for your bank account verification do you want verify your account. sir then tell me your aadhar card number and pan card and your debit/credit card number.",2025
normal,Dude sux for snake. He got old and raiden got buff,2021
normal,i am seeking a lady in the street and a freak in the sheets. Is that you?,2022
normal,I'll talk to the others and probably just come early tomorrow then,2022
normal,"Well, fortunately, I really like that topic. I think we can study together with the whole concept mentioned as per syllabus. You may come to my house after school to study.  I can even give you some tips to remember the formulas based on this topic.",2023
normal,"Its good, we'll find a way",2021
normal,Not able to do anything.,2022
normal,"We're all getting worried over here, derek and taylor have already assumed the worst",2023
normal,I will be gentle princess! We will make sweet gentle love...,2022
normal,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,2022
normal,Are you angry with me. What happen dear,2022
normal,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",2022
normal,"Yar lor he want to go see horse racing today mah, so eat earlier lor. I ate chicken rice.",2021
normal,Sounds like you have many talents! would you like to go on a dinner date next week?,2023
normal,"Well i am definitely need to restock before thanksgiving, I'll let you know when I'm out",2021
normal, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,2021
normal,"Yes, because we need to buy a lot more things for the celebration. I loved the shopping and I am sure you will love too.",2022
normal,I like to talk pa but am not able to. I dont know y.,2023
normal,Yes. I come to nyc for audiitions and am trying to relocate.,2023
normal,What happen dear tell me,2022
normal,I gotta collect da car at 6 lei.,2021
normal,Only saturday and sunday holiday so its very difficult:),2022
normal,Its just the effect of irritation. Just ignore it,2023
normal,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",2022
normal,Then you drive lor.,2023
normal,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",2021
normal,"Yes but i dont care! I need you bad, princess!",2023
normal,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,2021
normal,ten min later ok.,2021
fraud,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,2021
normal,HEY GIRL. HOW ARE YOU? HOPE YOU ARE WELL ME AND RAM ARE BACK! AGAIN LONG TIME NO SEE! GIVE ME A CALL SUM TIME FROM LUCY,2021
normal,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,2021
normal,Full heat pa:-) i have applyed oil pa.,2022
normal,Can do lor...,2022
normal,Now am free call me pa.,2022
fraud,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",2022
normal,Hows that watch resizing,2023
normal,Oh ya ya. I remember da. .,2021
normal,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,2023
normal,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,2023
fraud,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,2024
normal,Will be office around 4 pm. Now i am going hospital.,2022
normal,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",2021
normal,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",2022
normal,Oh k.i think most of wi and nz players unsold.,2023
normal,Your Internet Explorer browser and computer may be compromised by security threats. Call 844-335-2291 now for IMMEDIATE assistance.,2021
normal,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,2022
normal,The evo. I just had to download flash. Jealous?,2022
normal,"PLEASE TELL ME, YOU WANT DONE SPORTSx",2021
normal,That's necessarily respectful,2021
normal,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,2023
normal,He dint tell anything. He is angry on me that why you told to abi.,2021
normal,It's ok i know you are busy but i'm really too bored so i messsge you. I  do you know what colour she choose for me one.,2022
normal,Hi darlin did youPhone me? Im atHome if youwanna chat.,2022
normal,I'm home. Ard wat time will u reach?,2021
normal,Wat r u doing?,2023
fraud,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,2021
normal,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,2023
normal,"I don't think i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",2021
normal,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,2021
normal,I don't wanna get out of bed. It's so warm.,2021
fraud,"Think your smart? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",2025
normal,Wat r u doing now?,2021
normal,"Dear relieved of westonzoyland, all going to plan this end too!",2023
normal,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,2022
normal,Old Orchard near univ. How about you?,2023
normal,I could not able of the opportunity I got last year.,2022
normal,I do not they close oredi not... you have ma fan...,2022
normal,She's good. How are you. Where r u working now,2021
normal,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",2021
fraud,"hello sir this is your icici bank manager. your kyc has been expired.so you shave to kyc your self, but due to covid setuation we are doing kyc online, pleae tell me your account detail.",2021
normal,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",2022
normal,That depends. How would you like to be treated? :),2021
normal,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",2022
normal,Will ü b going to esplanade fr home?,2022
normal,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,2023
normal,"Easy mate, * guess the quick drink was bit ambitious.",2021
normal,Happy birthday... May all ur dreams come true...,2023
normal,Then mum's repent how?,2023
normal,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,2022
normal,Hi! I have no information as such.,2022
normal,"Sorry, I'll call later",2021
normal,Great! I have to run now so ttyl!,2022
normal,Are you not around or just still asleep? ,2021
fraud,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,2024
normal,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),2022
normal,Update your face book status frequently :),2023
normal,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,2023
normal,I think it’s too much!,2022
normal,Hmmm:)how many players selected?,2021
fraud,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,2025
normal,"Piggy, are you awake? I bet you are still sleeping. I'm going for lunch now.",2023
normal,Noice. Text me when you're here,2023
normal,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,2021
normal,Dear how is chechi. Did you talk to her.,2021
normal,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",2021
fraud,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,2021
normal,No. I.ll meet you in the library,2023
normal,What's up there. Don't you want to sleep.,2022
normal,"Don't worry, * is easy once have ingredients!",2021
fraud,"hello sir, i am from bank please tell me your card cvv number for your bank verification.",2021
normal,Dude im no longer a pisces. Im an aquarius now.,2022
normal,Oh thanks a lot..i already bought 2 eggs ..,2022
fraud,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",2023
normal,Oh great. I.ll disturb him more so that we can talk.,2022
normal,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,2022
normal,I notice you like looking in the shit mirror youre turning into a right freak,2021
normal,Did you see who fired the bullet?,2021
normal,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,2022
normal,Yes i have. So that's why u texted. Pshew...missing you so much,2022
normal,Dad says hurry the hell up,2022
normal,My sister cleared two round in birla soft yesterday.,2022
normal,you say untill like dat i done buy ericsson oso cannot oredi lar...,2021
normal,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,2021
normal,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",2022
normal,Lmao you know me so well...,2021
normal,Staff of placement training in Amrita college.,2022
normal,"No, but you told me you were going, before you got drunk!",2023
fraud,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg received. CustCare:08718720201.,2024
normal,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2023
normal,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",2022
normal,Mm feeling sleepy. today itself i shall get that dear,2022
fraud,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,2021
normal,Do you know when the result.,2021
normal,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",2022
fraud,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",2024
normal,So are you excited about the upcoming holiday?,2021
fraud,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,2025
normal,"Goodmorning,my grandfather expired..so am on leave today.",2022
normal,"I'll see if I can swing by in a bit, got some things to take care of here firsg",2022
normal,Happy birthday to you....dear.with lots of love.rakhesh NRI,2022
normal,U in town alone?,2021
normal,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",2021
normal,Stupid.its not possible,2021
normal,Yup bathe liao...,2022
fraud,"you won a lucky draw for shopping on an amazon, provide your bank details for deposit your amount towards logistics charge.",2025
normal,Bbq this sat at mine from 6ish. Ur welcome 2 come,2023
fraud,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,2023
normal,"Sorry, I'll call later",2021
normal,"Well, does the set have all the multimedia features?",2021
normal,Got see... I lazy to type... I forgot you in lecture... I saw a pouch but like not very nice...,2021
normal,Prabha..i'm soryda..realy..from heart i'm sory.,2021
fraud,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,2024
normal,What happen dear. Why you silent. I am tensed,2023
normal,It will get released in December.,2021
normal,"SMSSERVICES. for your inclusive text credits, please goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge.",2022
normal,Midnight at the earliest,2022
normal,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",2023
fraud,"Hello sir, you are ending ATM card validity today.  Please turn it on.",2023
normal,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,2021
normal,How long does it take to get it.,2021
fraud,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",2021
normal,I;m reaching in another 2 stops.,2022
fraud,"Dear 7977XXXX34, WIN 1st Prize of Rs. 2 Lakhs! Create your team for IND vs ENG 1st ODI on Paytm First Games & Win Up to Rs. 10 Cr. Click m.paytm.me/fnpt T&C.",2021
normal,you still going to the mall?,2021
normal,No shoot me. I'm in the docs waiting room. :/,2021
normal,And how's your husband.,2023
normal,Have you not finished work yet or something?,2022
normal,"Dear, will call Tomorrow. please accomodate.",2021
normal,I'm not. She lip synced with shangela.,2021
fraud,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange.",2022
normal,"Thank you sir, for your advices.",2023
normal,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,2022
normal,Shall i ask one thing if you dont mistake me.,2023
normal,U come n search tat vid..not finishd..,2022
fraud,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",2024
normal,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",2022
fraud,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,2022
fraud,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",2025
normal,I dunno until when... Lets go learn pilates...,2022
normal,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",2021
normal,Done. How long will it take to fix all the bugs?,2021
normal,K..k..i'm also fine:)when will you complete the course?,2021
normal,When're you guys getting back? G said you were thinking about not staying for mcr.normla,2021
normal,Tell them the drug dealer's getting impatient,2022
normal,"Same, I'm at my great aunts anniversary party in tarpon springs",2022
normal,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,2021
normal,They did't play one day last year know even though they have very good team.. Like india.,2021
fraud,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,2023
normal,I'm going 2 orchard now laready me reaching soon. U reaching?,2021
normal,Will this bus cover the route of Dwarka?,2021
normal,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,2022
normal,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,2023
fraud,"hello sir this is your uniun bank manager. your kyc has been expired.so you have to kyc your self, but due to covid setuation we are doing kyc online, pleae tell me your account detail.",2022
normal,Mom wants to know where you at,2022
normal,I'm e person who's doing e sms survey...,2021
normal,Yes :)it completely in out of form:)clark also utter waste.,2023
fraud,"hello, i am from indian army. by mistakely i have given your mobile number in amozon during online shopping, that why you have got an otp, please tell me that otp.",2023
normal,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",2021
normal,Why did I wake up on my own &gt;:(,2021
normal,Am on my way,2021
normal,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,2021
normal,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",2022
normal,Where did you go? My phone is gonna die you have to stay in here.,2021
normal,That's the way you should stay oh.,2022
normal,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,2021
